22:04:09:04:28:38.6,Lunatic Woopir - f60d,Striker - 1f4b,우피르_곤봉던지기,755,0,0,0
22:04:09:04:39:26.1,Bard - 191c,Lost Seto,Bleed,32374,0,0,0
22:04:09:04:39:26.1,Bard - 191c,23E1AD6A,Sound Shock,57456,1,0,0
22:04:09:04:39:27.1,Bard - 191c,23E1AD6A,Sound Shock,3522,0,0,0
22:04:09:04:39:27.1,Bard - 191c,23E1AD6A,Soundholic,67954,0,0,0
22:04:09:04:39:27.1,Bard - 191c,23E1AD6A,Sound Shock,7289,1,0,0
22:04:09:04:39:27.1,Bard - 191c,23E1AD6A,Soundholic,72338,0,0,0
22:04:09:04:39:27.2,Bard - 191c,23E1AD6A,Soundholic,78599,0,0,0
22:04:09:04:39:27.2,Bard - 191c,23E1AD6A,Sound Shock,3466,0,0,0
22:04:09:04:39:28.2,Bard - 191c,23E1AD6A,Soundholic,84408,0,0,0
22:04:09:04:39:28.2,23E1AD6A,23E1AD6A,Bleed,15691911,0,0,0
22:04:09:04:39:28.2,Striker - 551b,Lost Seto,Storm Dragon Awakening,10237,0,0,0
22:04:09:04:39:28.2,Striker - 551b,Lost Seto,Storm Dragon Awakening,11471,0,1,0
22:04:09:04:39:28.2,Striker - 551b,Lost Seto,Storm Dragon Awakening,20811,0,0,0
22:04:09:04:39:28.2,Striker - 551b,Lost Seto,Storm Dragon Awakening,20571,0,0,0
22:04:09:04:39:28.2,Striker - 551b,Lost Seto,Storm Dragon Awakening,41590,0,0,0
22:04:09:04:39:29.2,Sorceress - c17b,Lost Seto,Reverse Gravity,142415,0,0,0
22:04:09:04:39:29.2,Striker - 551b,Lost Seto,Moon Flash Kick,18919,0,0,0
22:04:09:04:39:29.3,Striker - 551b,Lost Seto,Moon Flash Kick,14536,0,0,0
22:04:09:04:39:29.3,Striker - 551b,Lost Seto,Moon Flash Kick,1574,0,0,0
22:04:09:04:39:30.3,Sorceress - c17b,Lost Seto,[소서리스] 기본 공격,132,1,0,0
22:04:09:04:39:30.3,Sorceress - c17b,Lost Seto,Reverse Gravity,4696,1,0,0
22:04:09:04:39:30.3,Sorceress - c17b,Lost Seto,[소서리스] 기본 공격,103,0,0,0
22:04:09:04:39:30.3,Bard - 191c,Lost Seto,Sonic Vibration,309,0,0,0
22:04:09:04:39:31.3,Bard - 191c,Lost Seto,Sonic Vibration,1632,1,0,0
22:04:09:04:39:31.3,Striker - 551b,Lost Seto,Esoteric Skill: Blast Formation,919,0,1,0
22:04:09:04:39:31.3,Bard - 191c,Lost Seto,Sonic Vibration,115,0,0,0
22:04:09:04:39:32.4,Striker - 551b,Lost Seto,Esoteric Skill: Blast Formation,1398,0,1,0
22:04:09:04:39:32.4,Striker - 551b,Lost Seto,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,136,0,0,0
22:04:09:04:39:32.4,Bard - 191c,Lost Seto,Sonic Vibration,137,0,0,0
22:04:09:04:39:33.4,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,13814,0,0,0
22:04:09:04:39:34.4,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,11368,0,0,0
22:04:09:04:39:35.4,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,11390,0,0,0
22:04:09:04:39:35.5,Bard,Lost Seto - 79c3,Sound Shock,54954,1,0,0
22:04:09:04:39:35.5,Sharpshooter,Lost Seto - 79c3,Atomic Arrow,6492,0,0,0
22:04:09:04:39:35.5,Striker,Lost Seto - 79c3,Sky Shattering Blow,15735,0,0,0
22:04:09:04:39:35.5,Bard,Lost Seto - 79c3,Sound Shock,6987,1,0,0
22:04:09:04:39:35.5,Sorceress,Lost Seto - 79c3,Punishing Strike,493985,0,0,0
22:04:09:04:39:36.5,Bard,Lost Seto - 79c3,Sound Shock,6734,1,0,0
22:04:09:04:39:36.5,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,12414,0,0,0
22:04:09:04:39:36.5,Bard,Lost Seto - 79c3,Sound Shock,3161,0,0,0
22:04:09:04:39:36.5,Sorceress,Lost Seto - 79c3,Blaze,322688,1,0,0
22:04:09:04:39:36.5,Bard,Lost Seto - 79c3,Prelude of Storm,45271,0,0,0
22:04:09:04:39:36.5,Bard,Lost Seto - 79c3,Sound Shock,3361,0,0,0
22:04:09:04:39:37.5,Bard,Lost Seto - 79c3,Prelude of Storm,18332,0,0,0
22:04:09:04:39:37.6,Sorceress,Lost Seto - 79c3,Bleed,25725,0,0,0
22:04:09:04:39:37.6,Sorceress,Lost Seto - 79c3,Blaze,83695,1,0,0
22:04:09:04:39:37.6,Striker,Lost Seto - 79c3,Esoteric Skill: Lightning Tiger Strike,678537,0,0,0
22:04:09:04:39:37.6,Bard,Lost Seto - 79c3,Prelude of Storm,18716,0,0,0
22:04:09:04:39:38.6,Sharpshooter,Lost Seto - 79c3,Atomic Arrow,97076,0,0,0
22:04:09:04:39:38.6,Sorceress,Lost Seto - 79c3,Bleed,25642,0,0,0
22:04:09:04:39:38.6,Sorceress,Lost Seto - 79c3,Blaze,90868,1,0,0
22:04:09:04:39:38.6,Bard,Lost Seto - 79c3,Prelude of Storm,19648,0,0,0
22:04:09:04:39:39.6,Sorceress,Lost Seto - 79c3,Seraphic Hail,142364,1,0,0
22:04:09:04:39:39.6,Sorceress,Lost Seto - 79c3,Seraphic Hail,66333,0,0,0
22:04:09:04:39:39.6,Sharpshooter,Lost Seto - 79c3,Blade Storm,42245,0,0,0
22:04:09:04:39:39.6,Lost Seto - 79c3,Sharpshooter,엔드_세토_서커스 공차기,13451,0,0,0
22:04:09:04:39:39.6,Sorceress,Lost Seto - 79c3,Bleed,24236,0,0,0
22:04:09:04:39:39.6,Sorceress,Lost Seto - 79c3,Blaze,43530,0,0,0
22:04:09:04:39:39.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,41664,0,0,0
22:04:09:04:39:39.7,Striker,Lost Seto - 79c3,Storm Dragon Awakening,18018,0,0,0
22:04:09:04:39:40.7,Sorceress,Lost Seto - 79c3,Seraphic Hail,80606,0,0,0
22:04:09:04:39:40.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,84848,1,0,0
22:04:09:04:39:40.7,Striker,Lost Seto - 79c3,Storm Dragon Awakening,18345,0,0,0
22:04:09:04:39:40.7,Striker,Lost Seto - 79c3,Storm Dragon Awakening,36415,0,0,0
22:04:09:04:39:40.7,Sorceress,Lost Seto - 79c3,Bleed,23888,0,0,0
22:04:09:04:39:40.7,Sorceress,Lost Seto - 79c3,Blaze,43589,0,0,0
22:04:09:04:39:40.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,83732,1,0,0
22:04:09:04:39:40.7,Lost Seto - 79c3,Sharpshooter,엔드_세토_서커스 공차기,13422,0,0,0
22:04:09:04:39:41.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,42263,0,0,0
22:04:09:04:39:41.8,Sharpshooter,Lost Seto - 79c3,Blade Storm,123444,1,0,0
22:04:09:04:39:41.8,Sorceress,Lost Seto - 79c3,Bleed,24764,0,0,0
22:04:09:04:39:41.8,23E418EA,Lost Seto - 79c3,에고 하프 기본 공격,16076,0,0,0
22:04:09:04:39:41.8,Sharpshooter,Lost Seto - 79c3,Blade Storm,40135,0,0,0
22:04:09:04:39:42.8,Striker,Lost Seto - 79c3,Lightning Whisper,262110,1,0,0
22:04:09:04:39:42.8,Sorceress,Lost Seto - 79c3,Bleed,50074,0,0,0
22:04:09:04:39:42.8,Bard,Lost Seto - 79c3,Bleed,31351,0,0,0
22:04:09:04:39:42.8,Striker,Lost Seto - 79c3,Sky Shattering Blow,27693,1,0,0
22:04:09:04:39:42.8,Striker,Lost Seto - 79c3,Sky Shattering Blow,19379,0,0,0
22:04:09:04:39:43.8,23E418EA,Lost Seto - 79c3,에고 하프 기본 공격,17908,0,0,0
22:04:09:04:39:43.8,Bard,Lost Seto - 79c3,Wind of Music,17622,0,0,0
22:04:09:04:39:43.8,Sorceress,Lost Seto - 79c3,Bleed,50925,0,0,0
22:04:09:04:39:43.8,Striker,Lost Seto - 79c3,Esoteric Skill: Tiger Emerges,65744,1,0,0
22:04:09:04:39:43.9,Bard,Lost Seto - 79c3,Bleed,70368,0,0,0
22:04:09:04:39:43.9,Striker,Lost Seto - 79c3,Esoteric Skill: Tiger Emerges,66096,1,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,74180,0,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,138867,1,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,135784,1,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,135517,1,0,0
22:04:09:04:39:44.9,Striker,Lost Seto - 79c3,Esoteric Skill: Tiger Emerges,519502,1,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Bleed,50752,0,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,137889,1,0,0
22:04:09:04:39:44.9,Striker,Lost Seto - 79c3,Esoteric Skill: Tiger Emerges,514512,1,0,0
22:04:09:04:39:44.9,23E418EA,Lost Seto - 79c3,에고 하프 기본 공격,17823,0,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,135556,1,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,73707,0,0,0
22:04:09:04:39:44.9,Sorceress,Lost Seto - 79c3,Rime Arrow,138895,1,0,0
22:04:09:04:39:45.9,Sorceress,Lost Seto - 79c3,Rime Arrow,72502,0,0,0
22:04:09:04:39:45.9,Sorceress,Lost Seto - 79c3,Rime Arrow,139054,1,0,0
22:04:09:04:39:45.9,Sorceress,Lost Seto - 79c3,Bleed,49830,0,0,0
22:04:09:04:39:45.9,Bard,Lost Seto - 79c3,Bleed,31215,0,0,0
22:04:09:04:39:45.9,Sharpshooter,Lost Seto - 79c3,Atomic Arrow,8079,0,0,0
22:04:09:04:39:45.9,Sorceress,Lost Seto - 79c3,Frost's Call,218816,1,0,0
22:04:09:04:39:45.9,Sorceress,Lost Seto - 79c3,Frost's Call,226400,1,0,0
22:04:09:04:39:45.9,23E418EA,23E4506A,에고 하프 기본 공격,32737,1,0,0
22:04:09:04:39:47.0,Sorceress,Lost Seto - 79c3,Frost's Call,226546,1,0,0
22:04:09:04:39:47.0,Bard,Lost Seto - 79c3,Bleed,30691,0,0,0
22:04:09:04:39:47.0,Bard,Lost Seto - 79c3,Symphonia,645949,0,0,0
22:04:09:04:39:47.0,Bard,23E4506A,Symphonia,568933,0,0,0
22:04:09:04:39:47.0,23E418EA,23E4506A,에고 하프 기본 공격,16058,0,0,0
22:04:09:04:39:47.0,Bard,23E4506A,Bleed,62582,0,0,0
22:04:09:04:39:48.0,Bard,Lost Seto - 79c3,Bleed,62596,0,0,0
22:04:09:04:39:48.0,Sorceress,Lost Seto - 79c3,Frost's Call,630701,1,0,0
22:04:09:04:39:48.0,Sharpshooter,Lost Seto - 79c3,Arrow Wave,262695,1,0,0
22:04:09:04:39:48.0,Striker,Lost Seto - 79c3,Moon Flash Kick,30962,1,0,0
22:04:09:04:39:48.0,Striker,Lost Seto - 79c3,Moon Flash Kick,12051,0,0,0
22:04:09:04:39:48.1,Sharpshooter,Lost Seto - 79c3,Arrow Wave,132405,0,0,0
22:04:09:04:39:48.1,Bard,23E4506A,Bleed,27343,0,0,0
22:04:09:04:39:49.1,Sharpshooter,Lost Seto - 79c3,Arrow Wave,263706,1,0,0
22:04:09:04:39:49.1,Bard,Lost Seto - 79c3,Bleed,26230,0,0,0
22:04:09:04:39:49.1,Sharpshooter,Lost Seto - 79c3,Bleed,22601,0,0,0
22:04:09:04:39:49.1,Striker,Lost Seto - 79c3,Moon Flash Kick,167200,0,0,0
22:04:09:04:39:49.1,23E418EA,23E4506A,에고 하프 기본 공격,15704,0,0,0
22:04:09:04:39:49.1,Sorceress,23E4506A,Blaze,311108,1,0,0
22:04:09:04:39:49.1,Sharpshooter,Lost Seto - 79c3,Atomic Arrow,167107,1,0,0
22:04:09:04:39:49.1,Bard,Lost Seto - 79c3,Sound Shock,26871,0,0,0
22:04:09:04:39:49.1,Bard,23E4506A,Bleed,29624,0,0,0
22:04:09:04:39:50.2,Bard,Lost Seto - 79c3,Sound Shock,3271,0,0,0
22:04:09:04:39:50.2,Striker,Lost Seto - 79c3,Sky Shattering Blow,26727,1,0,0
22:04:09:04:39:50.2,Bard,Lost Seto - 79c3,Bleed,28981,0,0,0
22:04:09:04:39:50.2,Sharpshooter,Lost Seto - 79c3,Bleed,25151,0,0,0
22:04:09:04:39:50.2,Sorceress,23E4506A,Bleed,47636,0,0,0
22:04:09:04:39:50.2,Lost Seto - 79c3,Sharpshooter,엔드_세토_훌라후프 킥,0,0,0,0
22:04:09:04:39:50.2,Sorceress,23E4506A,Blaze,45059,0,0,0
22:04:09:04:39:50.2,Bard,Lost Seto - 79c3,Sound Shock,3282,0,0,0
22:04:09:04:39:50.2,Striker,Lost Seto - 79c3,Sky Shattering Blow,18251,0,0,0
22:04:09:04:39:50.2,23E418EA,23E4506A,에고 하프 기본 공격,38475,1,0,0
22:04:09:04:39:50.2,Bard,Lost Seto - 79c3,Sound Shock,3357,0,0,0
22:04:09:04:39:51.2,Sharpshooter,Lost Seto - 79c3,Bleed,25069,0,0,0
22:04:09:04:39:51.2,Sorceress,23E4506A,Blaze,45086,0,0,0
22:04:09:04:39:51.2,Bard,23E4506A,Bleed,29626,0,0,0
22:04:09:04:39:51.2,Sorceress,23E4506A,Bleed,46766,0,0,0
22:04:09:04:39:51.2,Bard,Lost Seto - 79c3,Sound Shock,3371,0,0,0
22:04:09:04:39:51.2,Sharpshooter,Lost Seto - 79c3,호크아이 평타,5756,0,0,0
22:04:09:04:39:51.2,Sorceress,23E4506A,Seraphic Hail,132050,1,0,0
22:04:09:04:39:51.2,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,30892,0,0,0
22:04:09:04:39:51.2,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,30674,0,0,0
22:04:09:04:39:51.2,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,32839,0,0,0
22:04:09:04:39:51.2,Sharpshooter,Lost Seto - 79c3,Bleed,49801,0,0,0
22:04:09:04:39:52.2,Sorceress,23E4506A,Seraphic Hail,129461,1,0,0
22:04:09:04:39:52.3,Sorceress,23E4506A,Blaze,45332,0,0,0
22:04:09:04:39:52.3,23E418EA,23E4506A,에고 하프 기본 공격,17010,0,0,0
22:04:09:04:39:52.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,34876,0,0,0
22:04:09:04:39:52.3,Sharpshooter,Lost Seto - 79c3,Moving Slash,28030,0,0,0
22:04:09:04:39:52.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,73989,1,0,0
22:04:09:04:39:52.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,77480,1,0,0
22:04:09:04:39:52.3,Bard,23E4506A,Bleed,29271,0,0,0
22:04:09:04:39:52.3,Sorceress,23E4506A,Bleed,48248,0,0,0
22:04:09:04:39:52.3,Bard,Lost Seto - 79c3,Sonic Vibration,34723,0,0,0
22:04:09:04:39:52.3,Sorceress,23E4506A,Seraphic Hail,155453,1,0,0
22:04:09:04:39:52.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,50019,0,0,0
22:04:09:04:39:53.3,Sorceress,23E4506A,Blaze,44944,0,0,0
22:04:09:04:39:53.3,23E4506A,23E4506A,Bleed,15691911,0,0,0
22:04:09:04:39:53.3,Sharpshooter,Lost Seto - 79c3,Wings of Storm,37986,0,0,0
22:04:09:04:39:53.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,53347,0,0,0
22:04:09:04:39:53.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,55883,0,0,0
22:04:09:04:39:53.3,Sharpshooter,Lost Seto - 79c3,Wings of Storm,52754,0,0,0
22:04:09:04:39:53.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,52513,0,0,0
22:04:09:04:39:53.3,Sharpshooter,Lost Seto - 79c3,Wings of Storm,107914,1,0,0
22:04:09:04:39:53.3,Bard,Lost Seto - 79c3,Sonic Vibration,99779,0,0,0
22:04:09:04:39:53.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,53084,0,0,0
22:04:09:04:39:53.3,Bard,Lost Seto - 79c3,Sonic Vibration,14957,0,0,0
22:04:09:04:39:53.3,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,52265,0,0,0
22:04:09:04:39:54.4,Bard,Lost Seto - 79c3,Soundholic,65104,0,0,0
22:04:09:04:39:54.4,Striker,Lost Seto - 79c3,Esoteric Skill: Lightning Tiger Strike,829210,0,1,0
22:04:09:04:39:54.4,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,52457,0,0,0
22:04:09:04:39:54.4,Bard,Lost Seto - 79c3,Soundholic,68180,0,0,0
22:04:09:04:39:54.4,Sharpshooter,Lost Seto - 79c3,Silverhawk Basic Attack,20108,0,0,0
22:04:09:04:39:54.4,Striker,Lost Seto - 79c3,Esoteric Skill: Call the Wind God,103877,1,0,0
22:04:09:04:39:54.4,Bard,Lost Seto - 79c3,Soundholic,73648,0,0,0
22:04:09:04:39:54.4,Sorceress,Lost Seto - 79c3,Esoteric Reaction,1159261,1,0,0
22:04:09:04:39:54.4,Bard,Lost Seto - 79c3,Sonic Vibration,14520,0,0,0
22:04:09:04:39:54.4,Bard,Lost Seto - 79c3,Soundholic,78313,0,0,0
22:04:09:04:39:55.4,Sorceress,Lost Seto - 79c3,Reverse Gravity,260135,1,0,0
22:04:09:04:39:55.4,Striker,Lost Seto - 79c3,Storm Dragon Awakening,11479,0,1,0
22:04:09:04:39:55.4,Striker,Lost Seto - 79c3,Storm Dragon Awakening,11730,0,1,0
22:04:09:04:39:55.4,Bard,Lost Seto - 79c3,Sonic Vibration,14811,0,0,0
22:04:09:04:39:55.4,Sharpshooter,Lost Seto - 79c3,Last Rush,783631,1,0,0
22:04:09:04:39:56.5,Striker,Lost Seto - 79c3,Storm Dragon Awakening,21155,0,0,0
22:04:09:04:39:56.5,Striker,Lost Seto - 79c3,Storm Dragon Awakening,41804,0,0,0
22:04:09:04:39:56.5,Sorceress,Lost Seto - 79c3,Reverse Gravity,321523,0,0,0
22:04:09:04:39:56.5,Bard,Lost Seto - 79c3,Sonic Vibration,14821,0,0,0
22:04:09:04:39:56.5,Lost Seto - 79c3,Striker,엔드_세토_서커스 공굴리기,0,0,0,0
22:04:09:04:39:57.5,Bard,Lost Seto - 79c3,Wind of Music,11900,0,0,0
22:04:09:04:39:57.5,Striker,Lost Seto - 79c3,Sky Shattering Blow,17889,0,0,1
22:04:09:04:39:57.5,Lost Seto - 79c3,Bard,엔드_세토_서커스 공굴리기,0,0,0,0
22:04:09:04:39:57.5,Lost Seto - 79c3,Striker,엔드_세토_서커스 공굴리기,6834,0,0,0
22:04:09:04:39:57.5,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:39:58.6,Sharpshooter,Lost Seto - 79c3,Snipe,2369448,1,0,0
22:04:09:04:39:58.6,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:39:58.6,Sorceress,Lost Seto - 79c3,Punishing Strike,1575819,1,0,0
22:04:09:04:39:59.6,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:40:00.7,Sharpshooter,Lost Seto - 79c3,Charged Shot,240101,0,0,0
22:04:09:04:40:00.7,Sharpshooter,Lost Seto - 79c3,Charged Shot,364144,0,0,0
22:04:09:04:40:00.7,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,75751,0,1,0
22:04:09:04:40:00.7,Sorceress,Lost Seto - 79c3,Enviska's Might,372058,1,0,0
22:04:09:04:40:00.7,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:40:00.7,Bard,Lost Seto - 79c3,Heavenly Tune,32861,0,0,0
22:04:09:04:40:00.7,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,281051,1,1,0
22:04:09:04:40:00.7,Sorceress,Lost Seto - 79c3,Enviska's Might,243714,0,0,0
22:04:09:04:40:00.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,129318,1,0,0
22:04:09:04:40:00.7,Sorceress,Lost Seto - 79c3,Enviska's Might,453625,1,0,0
22:04:09:04:40:01.7,Sorceress,Lost Seto - 79c3,Enviska's Might,244589,0,0,0
22:04:09:04:40:01.7,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,15070,0,0,0
22:04:09:04:40:01.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,63753,0,0,0
22:04:09:04:40:01.7,Bard,Lost Seto - 79c3,Sound Shock,30955,0,0,0
22:04:09:04:40:01.7,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,462154,1,1,0
22:04:09:04:40:01.7,Sorceress,Lost Seto - 79c3,Enviska's Might,240150,0,0,0
22:04:09:04:40:01.7,Lost Seto - 79c3,Bard,세토_회전 펀치_상태이상효과(화상),809,0,0,0
22:04:09:04:40:01.7,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:40:01.7,Sorceress,Lost Seto - 79c3,Enviska's Might,337351,1,0,0
22:04:09:04:40:01.7,Bard,Lost Seto - 79c3,Sound Shock,3917,0,0,0
22:04:09:04:40:01.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,139410,1,0,0
22:04:09:04:40:01.7,Sorceress,Lost Seto - 79c3,Enviska's Might,336671,1,0,0
22:04:09:04:40:01.7,Sorceress,Lost Seto - 79c3,Enviska's Might,336756,1,0,0
22:04:09:04:40:01.7,Sharpshooter,Lost Seto - 79c3,Blade Storm,139224,1,0,0
22:04:09:04:40:01.7,Bard,Lost Seto - 79c3,Sound Shock,3779,0,0,0
22:04:09:04:40:01.7,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,76099,0,1,0
22:04:09:04:40:01.7,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,30516,0,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Lightning Whisper,317252,1,1,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,75859,0,1,0
22:04:09:04:40:02.8,Sharpshooter,Lost Seto - 79c3,Blade Storm,74340,0,1,0
22:04:09:04:40:02.8,Lost Seto - 79c3,Bard,세토_회전 펀치_상태이상효과(화상),809,0,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,153825,1,1,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,151549,1,1,0
22:04:09:04:40:02.8,Bard,Lost Seto - 79c3,Sound Shock,8635,1,0,0
22:04:09:04:40:02.8,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),803,0,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,69516,0,0,0
22:04:09:04:40:02.8,Sharpshooter,Lost Seto - 79c3,Blade Storm,59869,0,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Moon Flash Kick,39465,1,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Esoteric Skill: Blast Formation,136812,1,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,Moon Flash Kick,14983,0,0,0
22:04:09:04:40:02.8,Sorceress,Lost Seto - 79c3,Enviska's Might,1513910,1,0,0
22:04:09:04:40:02.8,Bard,Lost Seto - 79c3,Sound Shock,8748,1,0,0
22:04:09:04:40:02.8,Sharpshooter,Lost Seto - 79c3,Blade Storm,211997,1,0,0
22:04:09:04:40:02.8,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,92202,0,0,0
22:04:09:04:40:03.8,Striker,Lost Seto - 79c3,Moon Flash Kick,419189,1,0,0
22:04:09:04:40:03.8,Lost Seto - 79c3,Bard,세토_회전 펀치_상태이상효과(화상),566,0,0,0
22:04:09:04:40:03.8,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),562,0,0,0
22:04:09:04:40:03.8,Sharpshooter,Lost Seto - 79c3,Deadly Slash,26010,0,0,1
22:04:09:04:40:03.8,Sharpshooter,Lost Seto - 79c3,Deadly Slash,51357,1,0,1
22:04:09:04:40:03.8,Striker,Lost Seto - 79c3,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,46074,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,2043,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2224,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,2403,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,1885,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2130,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,2008,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,2156,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2157,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,1975,0,0,0
22:04:09:04:40:04.8,Lost Seto - 79c3,Bard,세토_회전 펀치_상태이상효과(화상),566,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Striker,세토_회전 펀치_상태이상효과(화상),562,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,1848,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,1969,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,2173,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,1846,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2105,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,2216,0,0,0
22:04:09:04:40:04.9,Sharpshooter,Lost Seto - 79c3,Deadly Slash,19579,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,1967,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2096,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,1951,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,2163,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sharpshooter,엔드_세토_연속펀치,2008,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Striker,엔드_세토_연속펀치,1958,0,0,0
22:04:09:04:40:04.9,Lost Seto - 79c3,Sorceress,엔드_세토_연속펀치,2178,0,0,0
